57,8.27,0.16828557,-69.67580068,33.89,-40.97,-67.59,0.011219037999999999,1991.25
169,9.24,0.53502093,-68.28020594,63.03,207.45,-231.8,0.03566806199999999,1991.25
171,5.8,0.54018776,27.08448905,80.63,778.59,-918.72,0.036012517333333334,1991.25
263,12.04,0.82923787,4.68713578,32.93,-24.45,-85.41,0.05528252466666667,1991.25
400,7.82,1.23366004,23.26964739,39.06,382.15,-7.45,0.08224400266666666,1991.25
428,9.95,1.29233645,45.78693438,86.98,869.68,-151.13,0.08615576333333334,1991.25
436,8.49,1.32445343,-67.8312267,62.48,-117.19,-560.77,0.08829689533333333,1991.25
439,8.56,1.33455564,-37.3516811,229.33,5634.07,-2337.94,0.088970376,1991.25
473,8.2,1.41782275,45.81245496,85.1,878.73,-153.87,0.09452151666666667,1991.25
518,5.98,1.56474395,58.43668966,49.3,247.36,17.77,0.10431626333333334,1991.25
522,5.7,1.5777634,-49.07509405,39.0,575.21,-39.94,0.10518422666666667,1991.25
523,12.17,1.5787602,-65.83919547,56.92,195.8,-552.5,0.10525068,1991.25
544,6.07,1.65221045,29.02193518,72.98,379.94,-178.34,0.11014736333333335,1991.25
669,7.04,2.06820906,-14.82446576,36.18,-12.43,-10.72,0.137880604,1991.25
677,2.07,2.09653333,29.09082805,33.6,135.68,-162.95,0.13976888866666667,1991.25
687,10.73,2.11390101,17.42445447,45.64,-92.54,-63.62,0.14092673400000003,1991.25
738,11.73,2.266269,-27.12235235,42.82,696.09,87.88,0.15108459999999999,1991.25
746,2.28,2.29204036,59.15021814,59.89,523.39,-180.42,0.15280269066666669,1991.25
897,10.86,2.76858844,-5.78399441,39.19,255.86,10.17,0.18457256266666666,1991.25
910,4.89,2.81628415,-15.46732287,52.94,-84.2,-269.31,0.18775227666666666,1991.25
916,9.5,2.83702751,58.3498627,35.69,233.48,21.92,0.18913516733333333,1991.25
950,5.24,2.93286698,-35.13339606,45.85,169.01,113.75,0.19552446533333334,1991.25
974,8.73,3.01599223,27.09915401,38.88,283.48,-82.45,0.20106614866666667,1991.25
1006,11.67,3.13913761,21.71414164,34.54,189.12,-289.73,0.20927584066666668,1991.25
1031,7.22,3.20991289,-57.91269485,49.18,-117.31,35.09,0.21399419266666667,1991.25
1068,12.49,3.31099304,69.32759224,37.3,717.01,-292.41,0.22073286933333333,1991.25
1083,10.77,3.37179173,-36.82792674,36.74,-209.24,-319.0,0.22478611533333334,1991.25
1092,11.14,3.4075428,80.6653394,51.12,250.86,182.1,0.22716951999999999,1991.25
1242,11.49,3.86528051,-16.13230661,191.86,728.18,-617.48,0.2576853673333333,1991.25
1276,11.58,4.00847381,-48.26027238,41.32,-46.25,-238.51,0.26723158733333335,1991.25
1292,6.59,4.04683817,-79.85104079,56.76,433.87,-57.95,0.26978921133333333,1991.25
1295,11.79,4.05910638,19.86228962,49.91,721.27,-753.06,0.270607092,1991.25
1322,12.38,4.15113229,-50.26967557,44.82,330.89,273.61,0.27674215266666663,1991.25
1349,6.84,4.22329974,-52.6515923,43.45,314.94,182.5,0.281553316,1991.25
1368,8.99,4.27473316,40.94809407,66.71,567.93,82.78,0.2849822106666667,1991.25
1386,11.54,4.33275961,29.18196397,42.65,691.13,428.92,0.28885064066666666,1991.25
1444,6.51,4.49430346,-13.45563887,38.24,396.98,-0.6,0.2996202306666667,1991.25
1463,10.88,4.56912088,10.20286093,61.67,-0.65,-32.3,0.3046080586666667,1991.25
1475,8.09,4.58559067,44.02195597,280.27,2888.92,410.58,0.3057060446666667,1991.25
1499,6.47,4.67342336,-8.05265094,42.67,417.66,-144.2,0.31156155733333335,1991.25
1532,9.9,4.77326587,-9.96411989,48.17,-37.06,-301.98,0.3182177246666667,1991.25
1546,12.46,4.82072704,-19.90828575,33.85,525.14,-106.71,0.3213818026666667,1991.25
1598,6.97,5.00213822,38.22806865,40.25,-140.89,-276.39,0.33347588133333333,1991.25
1599,4.23,5.00797581,-64.8776232,116.38,1707.56,1165.36,0.333865054,1991.25
1608,11.67,5.03456191,-17.06135622,39.31,135.85,-9.45,0.33563746066666666,1991.25
1663,9.3,5.20735342,-0.87108457,46.72,39.12,-5.01,0.34715689466666666,1991.25
1692,9.19,5.3054923,-8.28117086,43.42,1.88,0.65,0.3536994866666667,1991.25
1696,10.41,5.33150549,-45.74443728,55.68,70.29,-815.44,0.3554336993333333,1991.25
1720,12.21,5.40633478,-46.09173618,50.1,-301.15,-359.54,0.3604223186666667,1991.25
1734,11.16,5.48333925,-31.40558641,54.91,61.82,-200.07,0.36555595,1991.25
1768,8.3,5.59779902,-27.03160232,44.57,212.89,-399.85,0.3731866013333333,1991.25
1803,6.39,5.71480399,-12.20958506,49.05,394.27,60.45,0.38098693266666667,1991.25
1837,8.74,5.81659898,-33.1678323,44.97,-34.61,126.26,0.38777326533333334,1991.25
1842,11.87,5.82507861,-50.89387237,47.4,548.11,-0.91,0.388338574,1991.25
1860,11.31,5.87929684,77.18918134,50.71,-840.75,45.38,0.3919531226666667,1991.25
1936,7.92,6.10623866,-27.02697608,55.53,667.39,83.92,0.4070825773333333,1991.25
1954,7.27,6.17641442,-53.98392993,36.15,209.71,-27.93,0.41176096133333334,1991.25
2021,2.82,6.41334183,-77.25503511,133.78,2220.12,324.37,0.42755612200000004,1991.25
2072,3.93,6.55048418,-43.67990933,42.51,106.14,32.83,0.4366989453333333,1991.25
2081,2.4,6.57028075,-42.30512197,42.14,232.76,-353.64,0.4380187166666667,1991.25
2120,10.52,6.72057388,70.14277688,61.39,-135.47,-148.03,0.44803825866666663,1991.25
2426,10.63,7.72954364,73.3704711,36.36,241.31,136.51,0.5153029093333333,1991.25
2540,9.65,8.06139856,-63.09101331,38.85,530.04,-100.87,0.5374265706666667,1991.25
2552,10.27,8.11171615,67.23621544,98.74,1739.07,-224.63,0.5407810766666666,1991.25
2711,5.57,8.61506261,-52.37318294,39.03,227.8,38.21,0.5743375073333333,1991.25
2742,8.02,8.75416804,42.69495016,34.52,-168.09,-72.19,0.5836112026666667,1991.25
2743,8.55,8.75687799,-63.6938281,34.04,881.63,-534.68,0.583791866,1991.25
2762,5.2,8.8110039,-3.59275785,47.51,407.68,-36.47,0.58740026,1991.25
2790,7.45,8.89236491,-39.7458899,34.3,116.1,-165.57,0.5928243273333333,1991.25
2941,5.57,9.33244613,-24.76722545,64.38,1422.09,-17.15,0.6221630753333333,1991.25
3008,10.48,9.56400804,52.33242473,43.4,-73.96,-136.51,0.637600536,1991.25
3093,5.88,9.84206107,21.2513739,90.03,-461.07,-370.88,0.6561374046666667,1991.25
3143,11.41,9.99346024,-44.25267874,43.64,482.8,-222.01,0.6662306826666666,1991.25
3170,5.89,10.10273354,-59.45568115,39.26,883.26,443.01,0.6735155693333332,1991.25
3185,6.14,10.13501584,-23.80399309,35.02,635.49,-363.28,0.6756677226666666,1991.25
3203,7.02,10.19784263,-7.23238377,38.65,0.64,-91.59,0.6798561753333333,1991.25
3206,7.36,10.20415817,40.18879925,57.9,355.69,-668.91,0.6802772113333333,1991.25
3261,10.58,10.37798776,-33.62495401,50.29,-348.13,-249.4,0.6918658506666666,1991.25
3362,10.37,10.70025783,35.54860264,42.03,264.99,74.49,0.713350522,1991.25
3378,11.55,10.73544215,22.65957407,35.58,400.61,18.12,0.7156961433333334,1991.25
3418,8.73,10.88750898,33.8454328,48.16,-203.0,-356.22,0.725833932,1991.25
3419,2.04,10.89678452,-17.9866841,34.04,232.79,32.71,0.7264523013333334,1991.25
3497,6.55,11.16268466,-65.64771794,45.76,157.92,-742.38,0.7441789773333334,1991.25
3505,5.22,11.18515547,-22.00633247,35.92,-66.07,81.15,0.7456770313333333,1991.25
3535,8.03,11.2705124,1.78691411,45.43,-49.04,-573.07,0.7513674933333333,1991.25
3583,5.8,11.43930832,-47.55217573,66.92,183.96,78.36,0.7626205546666667,1991.25
3588,7.89,11.45019784,-41.90900883,62.41,301.59,-80.66,0.7633465226666666,1991.25
3645,7.57,11.6688228,-4.42640522,35.74,38.8,-270.16,0.7779215199999999,1991.25
3757,12.05,12.05511704,-5.13517778,38.91,183.52,-124.5,0.8036744693333334,1991.25
3765,5.74,12.09388786,5.28338873,134.04,758.04,-1141.22,0.8062591906666667,1991.25
3810,5.07,12.2446238,16.9411337,41.8,-2.33,-201.57,0.8163082533333333,1991.25
3813,10.76,12.25615885,-50.14439383,46.32,258.66,-213.98,0.8170772566666666,1991.25
3821,3.46,12.27125262,57.8165477,167.99,1087.11,-559.65,0.8180835080000001,1991.25
3829,12.37,12.28823784,5.39519773,226.95,1233.05,-2710.56,0.819215856,1991.25
3850,7.15,12.36015525,-23.21277388,53.09,516.74,119.52,0.82401035,1991.25
3876,7.75,12.44099553,70.44899713,46.47,370.41,201.47,0.829399702,1991.25
3879,9.5,12.45094373,-54.59336435,35.95,88.34,55.11,0.8300629153333333,1991.25
3909,5.17,12.53218487,-10.64377045,64.69,-224.67,-228.44,0.8354789913333334,1991.25
